part_number, part_name, qty, threshold_qty, dependencies, verified_date, alt_part_nums, search_parms
60645K321, "Ball Joint Rod End, 1/4""-28 Thread, Right Hand", 0, 0, None, None, None, 60645K321 "Ball Joint Rod End, 1/4""-28 Thread, Right Hand" 
90295A320, Nylon Washers, 0, 0, None, None, None, 90295A320 Nylon Washers 
91251A077, "Black-Oxide Alloy Steel Socket Head Screw, 2-56 Thread Size, 1/4"" Long", 0, 0, None, None, None, 91251A077 "Black-Oxide Alloy Steel Socket Head Screw, 2-56 Thread Size, 1/4"" Long" 
912841A003, , 0, 0, None, None, None, 912841A003  
93330A613, "Female Threaded Round Standoff, 0, 0, None, None, None, 93330A613 "Female Threaded Round Standoff 
Aluminum,  3/8"" OD, 3/4"" Long, 10-32 Thread Size", 0, 0, None, None, None, Aluminum  3/8"" OD, 3/4"" Long, 10-32 Thread Size" 
97345A251, "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter, 2"" Shoulder Length, 1/4""-20 Thread", 0, 0, None, None, None, 97345A251 "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter, 2"" Shoulder Length, 1/4""-20 Thread" 
98381A556, "Dowel Pin 4037 Alloy Steel, 1/4"" Diameter, 1-1/8"" Long", 0, 0, None, None, None, 98381A556 "Dowel Pin 4037 Alloy Steel, 1/4"" Diameter, 1-1/8"" Long" 
90631A411, "Low-Strength Steel Nylon-Insert Locknut, Zinc-Plated, 10-32 Thread Size", 0, 0, None, None, None, 90631A411 "Low-Strength Steel Nylon-Insert Locknut, Zinc-Plated, 10-32 Thread Size" 
am-1250, "screws for hex hub for 6"" wheel", 0, 0, None, None, None, am-1250 "screws for hex hub for 6"" wheel" 
am-2469h, "half hub for 6"" wheel", 0, 0, None, None, None, am-2469h "half hub for 6"" wheel" 
am-4124, hex hub insert, 0, 0, None, None, None, am-4124 hex hub insert 
91841A003, , 0, 0, None, None, None, 91841A003  
PBN18200-1, "Brad nails to hold mecanum rollers on wheel, 0, 0, None, None, None, PBN18200-1 "Brad nails to hold mecanum rollers on wheel 
WCP-0047, wheel tires, 0, 0, None, None, None, WCP-0047 wheel tires 
FDPT.625*.75*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT.625*.75*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24"", Gloss Finish" 
FDPT.875*1.0*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT.875*1.0*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24"", Gloss Finish" 
FDPT1.125*1.25*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT1.125*1.25*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24"", Gloss Finish" 
FDPT1.375*1.5*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24"", Gloss Finish", 0, 0, None, None, None, FDPT1.375*1.5*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24"", Gloss Finish" 
B076PG87CK, Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines, 0, 0, None, None, None, B076PG87CK Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines 
COM-13185, Green LED, 0, 0, None, None, None, COM-13185 Green LED 
855PBB12ME522, Robot Signal Light, 0, 0, None, None, None, 855PBB12ME522 Robot Signal Light 
AM-0282, 120a Circuit Breaker, 0, 0, None, None, None, AM-0282 120a Circuit Breaker 
AM-2005, Pneumatic Compressor, 0, 0, None, None, None, AM-2005 Pneumatic Compressor 
91223A322, "316 Stainless Steel Ultra-Low-Profile Socket Head Screw, 8-32 Thread Size, 5/8"" Long, 0, 0, None, None, None, 91223A322 "316 Stainless Steel Ultra-Low-Profile Socket Head Screw, 8-32 Thread Size, 5/8"" Long 
31-LHS-8C-50, "Ultra-Low-Profile Socket Head Screw, 8-32 Thread Size, 1/2"" Long, 0, 0, None, None, None, 31-LHS-8C-50 "Ultra-Low-Profile Socket Head Screw, 8-32 Thread Size, 1/2"" Long 
PRU14, "NITRA pneumatic push-to-connect inline pressure regulator, technopolymer body, 1/4in tube inlet(s), 1/4in tube outlet(s), 15-120 psi adjustable range.", 0, 0, None, None, None, PRU14 "NITRA pneumatic push-to-connect inline pressure regulator, technopolymer body, 1/4in tube inlet(s), 1/4in tube outlet(s), 15-120 psi adjustable range." 
PGU14, "NITRA pneumatic push-to-connect inline pressure gauge, technopolymer body, 1/4in tube inlet(s), 1/4in tube outlet(s), 0-170 psi range.", 0, 0, None, None, None, PGU14 "NITRA pneumatic push-to-connect inline pressure gauge, technopolymer body, 1/4in tube inlet(s), 1/4in tube outlet(s), 0-170 psi range." 
USB Camera, "USB Camera Module Full HD 1080P Mini Webcam USB with Cameras with Sony IMX291 Image Sensor,USB3.0 Web Camera Low Illumination Camera Board with 100 Degree No Distortion Lens for Android Linux Windows", 0, 0, None, None, None, USB Camera "USB Camera Module Full HD 1080P Mini Webcam USB with Cameras with Sony IMX291 Image Sensor,USB3.0 Web Camera Low Illumination Camera Board with 100 Degree No Distortion Lens for Android Linux Windows" 
7361A12, "Electrical-Insulating Mounting Tape, 0, 0, None, None, None, 7361A12 "Electrical-Insulating Mounting Tape 
7483K39, "No-Snag Cable Ties, 0, 0, None, None, None, 7483K39 "No-Snag Cable Ties 
Wide,  14-1/2"" Long, Black", 0, 0, None, None, None, Wide  14-1/2"" Long, Black" 
97431A340, "Side-Mount External Retaining Rings for 1/2"" OD, Black-Phosphate 1060-1090 Spring Steel", 0, 0, None, None, None, 97431A340 "Side-Mount External Retaining Rings for 1/2"" OD, Black-Phosphate 1060-1090 Spring Steel" 
92620A537, "Zinc Yellow-Chromate Plated Hex Head Screw, Grade 8 Steel, 1/4""-20 Thread Size, 1/2"" Long, 0, 0, None, None, None, 92620A537 "Zinc Yellow-Chromate Plated Hex Head Screw, Grade 8 Steel, 1/4""-20 Thread Size, 1/2"" Long 
90630A115, "High-Strength Steel Nylon-Insert Locknut, Grade 8, 5/16""-18 Thread Size", 0, 0, None, None, None, 90630A115 "High-Strength Steel Nylon-Insert Locknut, Grade 8, 5/16""-18 Thread Size" 
1679K484, "Dust-Free Timing Belt, 0, 0, None, None, None, 1679K484 "Dust-Free Timing Belt 
T5 Series,  Trade No. T5-400-10", 0, 0, None, None, None, T5 Series  Trade No. T5-400-10" 
91831A002, "18-8 Stainless Steel Nylon-Insert Locknut, 2-56 Thread Size", 0, 0, None, None, None, 91831A002 "18-8 Stainless Steel Nylon-Insert Locknut, 2-56 Thread Size" 
90298A630, "18-8 Stainless Steel Shoulder Screw, 3/8"" Shoulder Diameter, 1-3/4"" Shoulder Length, 5/16""-18 Thread", 0, 0, None, None, None, 90298A630 "18-8 Stainless Steel Shoulder Screw, 3/8"" Shoulder Diameter, 1-3/4"" Shoulder Length, 5/16""-18 Thread" 
2342K163, "Permanently Lubricated Ball Bearing, Open, Trade Number R4, for 1/4"" Shaft Diameter", 0, 0, None, None, None, 2342K163 "Permanently Lubricated Ball Bearing, Open, Trade Number R4, for 1/4"" Shaft Diameter" 
2342K164, "Permanently Lubricated Ball Bearing, Open, Trade Number R4A, for 1/4"" Shaft Diameter", 0, 0, None, None, None, 2342K164 "Permanently Lubricated Ball Bearing, Open, Trade Number R4A, for 1/4"" Shaft Diameter" 
6435K12, "Clamping Shaft Collar for 1/4"" Diameter, Black-Oxide 1215 Carbon Steel", 0, 0, None, None, None, 6435K12 "Clamping Shaft Collar for 1/4"" Diameter, Black-Oxide 1215 Carbon Steel" 
90044A118, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 1-1/2"" Long, Fully Threaded, 0, 0, None, None, None, 90044A118 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 1-1/2"" Long, Fully Threaded 
91831A411, "18-8 Stainless Steel Nylon-Insert Locknut, 10-32 Thread Size, 0, 0, None, None, None, 91831A411 "18-8 Stainless Steel Nylon-Insert Locknut, 10-32 Thread Size 
92196A179, "18-8 Stainless Steel Socket Head Screw, 8-32 Thread Size, 1-3/4"" Long, Fully Threaded", 0, 0, None, None, None, 92196A179 "18-8 Stainless Steel Socket Head Screw, 8-32 Thread Size, 1-3/4"" Long, Fully Threaded" 
25, , 0, 0, None, None, None, 25  
90044A119, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 1-3/4"" Long, Fully Threaded", 0, 0, None, None, None, 90044A119 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 1-3/4"" Long, Fully Threaded" 
92949A837, "18-8 Stainless Steel Button Head Hex Drive Screw, 1/4""-20 Thread Size, 1-5/8"" Long", 0, 0, None, None, None, 92949A837 "18-8 Stainless Steel Button Head Hex Drive Screw, 1/4""-20 Thread Size, 1-5/8"" Long" 
91831A009, "18-8 Stainless Steel Nylon-Insert Locknut, 8-32 Thread Size", 0, 0, None, None, None, 91831A009 "18-8 Stainless Steel Nylon-Insert Locknut, 8-32 Thread Size" 
91251A079, "Black-Oxide Alloy Steel Socket Head Screw, 2-56 Thread Size, 3/8"" Long", 0, 0, None, None, None, 91251A079 "Black-Oxide Alloy Steel Socket Head Screw, 2-56 Thread Size, 3/8"" Long" 
9271K677, "Torsion Spring, 180 Degree Right-Hand Wound, 0.556"" OD", 0, 0, None, None, None, 9271K677 "Torsion Spring, 180 Degree Right-Hand Wound, 0.556"" OD" 
9271K612, "Torsion Spring, 180 Degree Left-Hand Wound, 0.556"" OD", 0, 0, None, None, None, 9271K612 "Torsion Spring, 180 Degree Left-Hand Wound, 0.556"" OD" 
276-4858, VEX Bumper Switch, 0, 0, None, None, None, 276-4858 VEX Bumper Switch 
217-2952, SMC SS5Y3-41-04-N7T 4 Station Base Mount, 0, 0, None, None, None, 217-2952 SMC SS5Y3-41-04-N7T 4 Station Base Mount 
217-3636, PTO add-on kit. Power take off. WCP, 0, 0, None, None, None, 217-3636 PTO add-on kit. Power take off. WCP 
217-3635, "Output shaft, standard WCP", 0, 0, None, None, None, 217-3635 "Output shaft, standard WCP" 
217-2737, "Clamping Shaft Collar - 1/2"" Hex ID, 0, 0, None, None, None, 217-2737 "Clamping Shaft Collar - 1/2"" Hex ID 
217-5881, 45T x 9mm Wide Timing Belt (GT2 3mm), 0, 0, None, None, None, 217-5881 45T x 9mm Wide Timing Belt (GT2 3mm) 
3, , 0, 0, None, None, None, 3  
1128930, "Screw, machine pan philip 8-32 x 3", 0, 0, None, None, None, 1128930 "Screw, machine pan philip 8-32 x 3" 
2621, Hex Lock nut w/ nylon insert. Size 8-32. Nylock, 0, 0, None, None, None, 2621 Hex Lock nut w/ nylon insert. Size 8-32. Nylock 
1-THN-8C, Thin nylon insert nuts 8-32, 0, 0, None, None, None, 1-THN-8C Thin nylon insert nuts 8-32 
ee0zzm3, bearing. koyo. jtekt, 0, 0, None, None, None, ee0zzm3 bearing. koyo. jtekt 
