part_number, part_name, qty, threshold_qty, dependencies, verified_date, alt_part_nums, search_parms, notes
WCP-0185, "56t Pocketed Steel Spur Gear (20 DP  1/2"" Hex Bore) (WCP-0185)", 8, 0, None, None, None, WCP-0185 "56t Pocketed Steel Spur Gear (20 DP  1/2"" Hex Bore) (WCP-0185)" , 
AVT-PP-35, Polypropylene Air Volume Tank, 0, 0, None, None, None, AVT-PP-35 Polypropylene Air Volume Tank , 
ES17-12, , 0, 0, None, None, None, ES17-12  , 
6075K15, "Flat Belting 1"" Wide", 0, 0, None, None, None, 6075K15 "Flat Belting 1"" Wide" , 
5234K94, , 0, 0, None, None, None, 5234K94  , 
0, , 0, 0, None, None, None, 0  , 
12, , 0, 0, None, None, None, 12  , 
6, , 0, 0, None, None, None, 6  , 
93330A473, "Female Threaded Round Standoff  Aluminum  1/4"" OD  2"" Long  6-32 Thread Size", 0, 0, None, None, None, 93330A473 "Female Threaded Round Standoff  Aluminum  1/4"" OD  2"" Long  6-32 Thread Size" , 
98075A143, "Rivet Studs 1/4""-20 Thread  for 0.027""-0.165"" Material Thickness", 14, 0, None, None, None, 98075A143 "Rivet Studs 1/4""-20 Thread  for 0.027""-0.165"" Material Thickness" , 
90480A195, 10-32 Nut, 0, 0, None, None, None, 90480A195 10-32 Nut , 
91259A103, , 0, 0, None, None, None, 91259A103  , 
474487, , 0, 0, None, None, None, 474487  , 
474489, , 0, 0, None, None, None, 474489  , 
6C200R25AP, , 0, 0, None, None, None, 6C200R25AP  , 
474491, , 0, 0, None, None, None, 474491  , 
490 633, , 0, 0, None, None, None, 490 633  , 
B84CM, , 0, 0, None, None, None, B84CM  , 
91, , 0, 0, None, None, None, 91  , 
T395993, , 0, 0, None, None, None, T395993  , 
T390895, , 0, 0, None, None, None, T390895  , 
T395353, , 0, 0, None, None, None, T395353  , 
T397941, , 0, 0, None, None, None, T397941  , 
T395443, , 0, 0, None, None, None, T395443  , 
87, , 0, 0, None, None, None, 87  , 
217-3496, , 0, 0, None, None, None, 217-3496  , 
90631A007, Low-Strength Steel Nylon-Insert Locknut Zinc-Plated  6-32 Thread Size, 0, 0, None, None, None, 90631A007 Low-Strength Steel Nylon-Insert Locknut Zinc-Plated  6-32 Thread Size , 
217-6706, , 0, 0, None, None, None, 217-6706  , 
91259A544, "Alloy Steel Shoulder Screw  1/4"" Shoulder Diameter  1-1/4"" Shoulder Length  10-24 Thread", 23, 0, None, None, None, 91259A544 "Alloy Steel Shoulder Screw  1/4"" Shoulder Diameter  1-1/4"" Shoulder Length  10-24 Thread" , 
33785T45, Square shape threaded connecting link, 0, 0, None, None, None, 33785T45 Square shape threaded connecting link , 
3961T2, "Long-Lasting Polyurethane Cord 1/4"" Diameter", 0, 0, None, None, None, 3961T2 "Long-Lasting Polyurethane Cord 1/4"" Diameter" , 
97431A330, , 0, 0, None, None, None, 97431A330  , 
90630A110, "High-Strength Steel Nylon-Insert Locknut  Grade 8  1/4""-20 Thread Size", 0, 0, None, None, None, 90630A110 "High-Strength Steel Nylon-Insert Locknut  Grade 8  1/4""-20 Thread Size" , 
91251A342, "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  1/2"" Long", 88, 0, None, None, None, 91251A342 "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  1/2"" Long" , 
91290A306, Black-Oxide Alloy Steel Socket Head Screw  M4 x 0.7 mm Thread  15 mm Long, 0, 0, None, None, None, 91290A306 Black-Oxide Alloy Steel Socket Head Screw  M4 x 0.7 mm Thread  15 mm Long , 
91251A148, "Black-Oxide Alloy Steel Socket Head Screw 6-32 Thread Size  1/2"" Long", 0, 0, None, None, None, 91251A148 "Black-Oxide Alloy Steel Socket Head Screw 6-32 Thread Size  1/2"" Long" , 
91251A150, "Black-Oxide Alloy Steel Socket Head Screw  6-32 Thread Size  5/8"" Long", 0, 0, None, None, None, 91251A150 "Black-Oxide Alloy Steel Socket Head Screw  6-32 Thread Size  5/8"" Long" , 
91251A360, "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  3"" Long  Partially Threaded", 21, 0, None, None, None, 91251A360 "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  3"" Long  Partially Threaded" , 
94105A828, "Alloy Steel Flat-Tip Set Screws Black Oxide  10-32 Thread  1/2"" Long", 45, 0, None, None, None, 94105A828 "Alloy Steel Flat-Tip Set Screws Black Oxide  10-32 Thread  1/2"" Long" , 
94, , 0, 0, None, None, None, 94  , 
91253A003, "Alloy Steel Flathead socket cap screw. 1/2"" long", 95, 0, None, None, None, 91253A003 "Alloy Steel Flathead socket cap screw. 1/2"" long" , 
34, , 0, 0, None, None, None, 34  , 
91251A353, "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  2"" Long  Partially Threaded", 19, 0, None, None, None, 91251A353 "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  2"" Long  Partially Threaded" , 
6498K636, "Round Body Air Cylinder  Double-Acting  Universal Mount  3/4"" Bore Size  4"" Stroke", 0, 0, None, None, None, 6498K636 "Round Body Air Cylinder  Double-Acting  Universal Mount  3/4"" Bore Size  4"" Stroke" , 
91253A269, Alloy steel socket cap screw 10-32. 5 pack, 3, 0, None, None, None, 91253A269 Alloy steel socket cap screw 10-32. 5 pack , 
91125A037, "Female Threaded Round Standoff  18-8 Stainless Steel  1/4"" OD  3"" Long  10-32 Thread Size", 0, 0, None, None, None, 91125A037 "Female Threaded Round Standoff  18-8 Stainless Steel  1/4"" OD  3"" Long  10-32 Thread Size" , 
92510A647, "brake plate standoff 3/4"" 3/8"" OD close fit 10-32", 0, 0, None, None, None, 92510A647 "brake plate standoff 3/4"" 3/8"" OD close fit 10-32" , 
91259A581, "Alloy Steel Shoulder Screw  5/16"" Shoulder Diameter  3/4"" Shoulder Length  1/4""-20 Thread", 0, 0, None, None, None, 91259A581 "Alloy Steel Shoulder Screw  5/16"" Shoulder Diameter  3/4"" Shoulder Length  1/4""-20 Thread" , 
90631A005, Low-Strength Steel Nylon-Insert Locknut Zinc-Plated  4-40 Thread Size, 0, 0, None, None, None, 90631A005 Low-Strength Steel Nylon-Insert Locknut Zinc-Plated  4-40 Thread Size , 
6130K33, "Ultra-Precision Ball Joint Rod End  1/4""-28 Internal Thread", 0, 0, None, None, None, 6130K33 "Ultra-Precision Ball Joint Rod End  1/4""-28 Internal Thread" , 
91286A123, , 0, 0, None, None, None, 91286A123  , 
9271K182, "Torsion Spring 180 Degree Left-Hand Wound  0.404"" OD", 0, 0, None, None, None, 9271K182 "Torsion Spring 180 Degree Left-Hand Wound  0.404"" OD" , 
9271K181, "Torsion Spring 180 Degree Right-Hand Wound  0.404"" OD", 0, 0, None, None, None, 9271K181 "Torsion Spring 180 Degree Right-Hand Wound  0.404"" OD" , 
92012A546, "Alloy Steel Precision Shoulder Screw  1/4"" Shoulder Diameter  1-1/2"" Shoulder Length  10-32 Thread", 4, 0, None, None, None, 92012A546 "Alloy Steel Precision Shoulder Screw  1/4"" Shoulder Diameter  1-1/2"" Shoulder Length  10-32 Thread" , 
91259A628, "Alloy Steel Shoulder Screw  3/8"" Shoulder Diameter  1-1/2"" Shoulder Length  5/16""-18 Thread", 0, 0, None, None, None, 91259A628 "Alloy Steel Shoulder Screw  3/8"" Shoulder Diameter  1-1/2"" Shoulder Length  5/16""-18 Thread" , 
91255A192, "Button Head Hex Drive Screw Black-Oxide Alloy Steel  8-32 Thread  3/8"" Long", 121, 0, None, None, None, 91255A192 "Button Head Hex Drive Screw Black-Oxide Alloy Steel  8-32 Thread  3/8"" Long" , 
97, , 0, 0, None, None, None, 97  , 
91251A344, "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  5/8"" Long", 91, 0, None, None, None, 91251A344 "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  5/8"" Long" , 
126, , 0, 0, None, None, None, 126  , 
91251A356, "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  9/16"" Long", 38, 0, None, None, None, 91251A356 "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  9/16"" Long" , 
90044A523, 10-32 2 1/4 in screw, 0, 0, None, None, None, 90044A523 10-32 2 1/4 in screw , 
91286A113, "High-Strength Grade 8 Steel Hex Head Screw  Zinc-Aluminum Coated  1/4""-20 Thread Size  1-1/4"" Long", 0, 0, None, None, None, 91286A113 "High-Strength Grade 8 Steel Hex Head Screw  Zinc-Aluminum Coated  1/4""-20 Thread Size  1-1/4"" Long" , 
95505A601, "Medium-Strength Steel Hex Nut  Grade 5  1/4""-20 Thread Size", 0, 0, None, None, None, 95505A601 "Medium-Strength Steel Hex Nut  Grade 5  1/4""-20 Thread Size" , 
91251A345, "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  3/4"" Long", 96, 0, None, None, None, 91251A345 "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  3/4"" Long" , 
38, , 0, 0, None, None, None, 38  , 
14, , 0, 0, None, None, None, 14  , 
97526A130, "Domed Head Blind Rivets 1/8"" Diameter  for 0.188""-0.25"" Material Thickness. 250 pack", 19, 0, None, None, None, 97526A130 "Domed Head Blind Rivets 1/8"" Diameter  for 0.188""-0.25"" Material Thickness. 250 pack" , 
E18-D80NK, , 0, 0, None, None, None, E18-D80NK  , 
BRG-0001, Swyft Bearing, 0, 0, None, None, None, BRG-0001 Swyft Bearing , 
am-3480, "4in Compliant Wheels 60A Durometer (Black) 1/2"" Hex", 0, 0, None, None, None, am-3480 "4in Compliant Wheels 60A Durometer (Black) 1/2"" Hex" , 
2020-1073-006-100, FLYWHEEL TUBE, 0, 0, None, None, None, 2020-1073-006-100 FLYWHEEL TUBE , 
2020-1073-006-106, WHEEL RETAINING RING, 0, 0, None, None, None, 2020-1073-006-106 WHEEL RETAINING RING , 
93330A463, , 0, 0, None, None, None, 93330A463  , 
91125A044, , 0, 0, None, None, None, 91125A044  , 
R3-ZZ PRX, R3-ZZ PRX bearing  miniture ball, 2, 0, None, None, None, R3-ZZ PRX R3-ZZ PRX bearing  miniture ball , 
R4A-ZZ-PRX, , 0, 0, None, None, None, R4A-ZZ-PRX  , 
474485, R2-ZZ bearing, 8, 0, None, None, None, 474485 R2-ZZ bearing , 
93330A542, , 0, 0, None, None, None, 93330A542  , 
2020-1073-005-001, , 0, 0, None, None, None, 2020-1073-005-001  , 
COM-13716, Sparkfun FemtoBuck LED Driver, 0, 0, None, None, None, COM-13716 Sparkfun FemtoBuck LED Driver , 
SEN-15325, Open MV Camera, 0, 0, None, None, None, SEN-15325 Open MV Camera , 
2020-1073-005-073, , 0, 0, None, None, None, 2020-1073-005-073  , 
2020-1073-005-094, , 0, 0, None, None, None, 2020-1073-005-094  , 
2020-1073-005-033, , 0, 0, None, None, None, 2020-1073-005-033  , 
2020-1073-005-069, , 0, 0, None, None, None, 2020-1073-005-069  , 
2020-1073-005-057, , 0, 0, None, None, None, 2020-1073-005-057  , 
19-676768, CTR Cancoder, 10, 0, None, None, None, 19-676768 CTR Cancoder , 
217-4973, , 0, 0, None, None, None, 217-4973  , 
2020-1073-005-072, , 0, 0, None, None, None, 2020-1073-005-072  , 
2020-1073-005-055, , 0, 0, None, None, None, 2020-1073-005-055  , 
2020-1073-005-002, , 0, 0, None, None, None, 2020-1073-005-002  , 
2020-1073-005-018, , 0, 0, None, None, None, 2020-1073-005-018  , 
2020-1073-005-015- Plate, Plate Weld Mount, 0, 0, None, None, None, 2020-1073-005-015- Plate Plate Weld Mount , 
217-2702, "20T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)", 2, 0, None, None, None, 217-2702 "20T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)" , 
217-2708, "40T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)", 10, 0, None, None, None, 217-2708 "40T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)" , 
217-2710, "44T Aluminum Spur Gear (20DP  1/2"" Hex Bore)", 4, 0, None, None, None, 217-2710 "44T Aluminum Spur Gear (20DP  1/2"" Hex Bore)" , 
217-5475, "58T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)", 23, 0, None, None, None, 217-5475 "58T Aluminum Spur Gear (20 DP  1/2"" Hex Bore)" , 
217-2642, "16T Aluminum Hub Sprocket (#25 Chain  1/2"" Hex Bore)", 55, 0, None, None, None, 217-2642 "16T Aluminum Hub Sprocket (#25 Chain  1/2"" Hex Bore)" , 
217-6368, 8T Steel Spur Gear (20 DP  10T Center Distance  BAG Motor), 0, 0, None, None, None, 217-6368 8T Steel Spur Gear (20 DP  10T Center Distance  BAG Motor) , 
217-2648, "42T Sprocket plate (#35 Chain  1/2"" Hex Bore)", 4, 0, None, None, None, 217-2648 "42T Sprocket plate (#35 Chain  1/2"" Hex Bore)" , 
217-5844, "15T Sprocket hub (#35 Chain  1/2"" Hex Bore)", 1, 0, None, None, None, 217-5844 "15T Sprocket hub (#35 Chain  1/2"" Hex Bore)" , 
217-3211, "34T Gear (3/8"" Hex Bore)", 1, 0, None, None, None, 217-3211 "34T Gear (3/8"" Hex Bore)" , 
217-2706, "34T Gear (1/2"" Hex Bore)", 2, 0, None, None, None, 217-2706 "34T Gear (1/2"" Hex Bore)" , 
217-3212, 34T Gear  Ball shifter w/ bushing, 2, 0, None, None, None, 217-3212 34T Gear  Ball shifter w/ bushing , 
217-3417, "40T dog gear  1/2"" bearing", 4, 0, None, None, None, 217-3417 "40T dog gear  1/2"" bearing" , 
217-5866, "40T Steel Spur Gear (32 DP  3/8"" Hex Bore)", 0, 0, None, None, None, 217-5866 "40T Steel Spur Gear (32 DP  3/8"" Hex Bore)" , 
217-5859, 12T Steel Spur Gear (32 DP  RS775 Motor), 0, 0, None, None, None, 217-5859 12T Steel Spur Gear (32 DP  RS775 Motor) , 
217-6958, Falcon Motor Short Shaft, 6, 0, None, None, None, 217-6958 Falcon Motor Short Shaft , 
217-5994, , 0, 0, None, None, None, 217-5994  , 
217-2733, "0.375"" ID x 0.875"" OD x 0.280"" WD (Flanged Bearing)", 2, 0, None, None, None, 217-2733 "0.375"" ID x 0.875"" OD x 0.280"" WD (Flanged Bearing)" , 
217-3239, "0.375"" ID x 0.875"" OD x 0.281"" WD (Radial Bearing)", 0, 0, None, None, None, 217-3239 "0.375"" ID x 0.875"" OD x 0.281"" WD (Radial Bearing)" , 
217-5861, "20T Steel Spur Gear (32 DP  3/8"" Hex Bore)", 0, 0, None, None, None, 217-5861 "20T Steel Spur Gear (32 DP  3/8"" Hex Bore)" , 
2, , 0, 0, None, None, None, 2  , 
217-3227, 24t 9mm 1/2 in hex pulley, 0, 0, None, None, None, 217-3227 24t 9mm 1/2 in hex pulley , 
217-3225, 18T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm  1/2” Hex Bore), 0, 0, None, None, None, 217-3225 18T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm  1/2” Hex Bore) , 
217-2820, 10:01, 0, 0, None, None, None, 217-2820 10:01 , 
217-2816, Versa Gearbox Ring Gear Stage, 0, 0, None, None, None, 217-2816 Versa Gearbox Ring Gear Stage , 
217-6473, Versaplanetary v2 Base Kit 1:1 Universal Female Output Shaft, 0, 0, None, None, None, 217-6473 Versaplanetary v2 Base Kit 1:1 Universal Female Output Shaft , 
217-3436, WCP Side Bearing Block Kit, 0, 0, None, None, None, 217-3436 WCP Side Bearing Block Kit , 
217-2731, "0.500"" ID x 1.125"" OD x 0.313"" WD (Flanged Bearing) FR8ZZ", 59, 0, None, None, None, 217-2731 "0.500"" ID x 1.125"" OD x 0.313"" WD (Flanged Bearing) FR8ZZ" , 
CON-0002, , 0, 0, None, None, None, CON-0002  , 
CON-0003, , 0, 0, None, None, None, CON-0003  , 
CON-0005, , 0, 0, None, None, None, CON-0005  , 
CON-0006, , 0, 0, None, None, None, CON-0006  , 
CON-0007, , 0, 0, None, None, None, CON-0007  , 
CON-0008, , 0, 0, None, None, None, CON-0008  , 
CON-0009, , 0, 0, None, None, None, CON-0009  , 
JCB-0004, , 0, 0, None, None, None, JCB-0004  , 
JCB-0002, PCM JST Board, 0, 0, None, None, None, JCB-0002 PCM JST Board , 
PQ-PG08, , 0, 0, None, None, None, PQ-PG08  , 
REV-11-2158, Spark Max, 0, 0, None, None, None, REV-11-2158 Spark Max , 
am-3155, 2 in stealth wheels, 0, 0, None, None, None, am-3155 2 in stealth wheels , 
IFB-10010, , 0, 0, None, None, None, IFB-10010  , 
17-846567, , 0, 0, None, None, None, 17-846567  , 
855PB-B12ME522, , 0, 0, None, None, None, 855PB-B12ME522  , 
am-3082_wire, , 0, 0, None, None, None, am-3082_wire  , 
14-886867, , 0, 0, None, None, None, 14-886867  , 
am-3162, , 0, 0, None, None, None, am-3162  , 
16-737785, Pigeon IMU, 2, 0, None, None, None, 16-737785 Pigeon IMU , 
217-3489, "0.250"" ID x 0.500"" OD x 0.188"" WD (Radial Bearing)", 4, 0, None, None, None, 217-3489 "0.250"" ID x 0.500"" OD x 0.188"" WD (Radial Bearing)" , 
217-4002, "Hex  1/2"" Thunderhex stock 18 inches", 13, 0, None, None, None, 217-4002 "Hex  1/2"" Thunderhex stock 18 inches" , 
217-5875, "24T x 9mm Wide Double Flange Aluminum Pulley (GT2 3mm  1/2"" Hex Bore)", 2, 0, None, None, None, 217-5875 "24T x 9mm Wide Double Flange Aluminum Pulley (GT2 3mm  1/2"" Hex Bore)" , 
217-5885, 70T X 9nn Wide Timing Belt GT2 3mm, 6, 0, None, None, None, 217-5885 70T X 9nn Wide Timing Belt GT2 3mm , 
217-6626, "1/32"" Gray Tinted Polycarbonate Sheet (36"" x 72"")", 0, 0, None, None, None, 217-6626 "1/32"" Gray Tinted Polycarbonate Sheet (36"" x 72"")" , 
217-6627, "1/16"" Gray Tinted Polycarbonate Sheet (36"" x 72"")", 0, 0, None, None, None, 217-6627 "1/16"" Gray Tinted Polycarbonate Sheet (36"" x 72"")" , 
3014T902, "Steel Eyebolt with Shoulder - for Lifting 1/4""-20 Thread Size  3"" Thread Length", 0, 0, None, None, None, 3014T902 "Steel Eyebolt with Shoulder - for Lifting 1/4""-20 Thread Size  3"" Thread Length" , 
3499T110_SS, "Hanging Pulley for Rope-for Horizontal Pulling Single-Groove  Swivel Eye  for 1/4"" Diameter Rope", 6, 0, None, None, None, 3499T110_SS "Hanging Pulley for Rope-for Horizontal Pulling Single-Groove  Swivel Eye  for 1/4"" Diameter Rope" , 
57155K321, Stainless Steel Ball Bearing  Flanged  Shielded  Trade Number R3-2Z, 0, 0, None, None, None, 57155K321 Stainless Steel Ball Bearing  Flanged  Shielded  Trade Number R3-2Z , 
5972K159, Ball Bearing  Shielded  Trade No. 6806-2Z  for 30 mm Shaft Diameter, 5, 0, None, None, None, 5972K159 Ball Bearing  Shielded  Trade No. 6806-2Z  for 30 mm Shaft Diameter , 
60355K41, "Ball Bearing  Shielded  Trade Number R2-2Z  for 1/8"" Shaft Diameter", 0, 0, None, None, None, 60355K41 "Ball Bearing  Shielded  Trade Number R2-2Z  for 1/8"" Shaft Diameter" , 
60645K321, "Ball Joint Rod End  1/4""-28 Thread  Right Hand", 0, 0, None, None, None, 60645K321 "Ball Joint Rod End  1/4""-28 Thread  Right Hand" , 
90295A320, Nylon Washers, 0, 0, None, None, None, 90295A320 Nylon Washers , 
91251A077, "Black-Oxide Alloy Steel Socket Head Screw  2-56 Thread Size  1/4"" Long", 0, 0, None, None, None, 91251A077 "Black-Oxide Alloy Steel Socket Head Screw  2-56 Thread Size  1/4"" Long" , 
912841A003, , 0, 0, None, None, None, 912841A003  , 
97345A251, "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter  2"" Shoulder Length  1/4""-20 Thread", 0, 0, None, None, None, 97345A251 "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter  2"" Shoulder Length  1/4""-20 Thread" , 
98381A556, "Dowel Pin 4037 Alloy Steel  1/4"" Diameter  1-1/8"" Long", 0, 0, None, None, None, 98381A556 "Dowel Pin 4037 Alloy Steel  1/4"" Diameter  1-1/8"" Long" , 
90631A411, Low-Strength Steel Nylon-Insert Locknut  Zinc-Plated  10-32 Thread Size, 100, 0, None, None, None, 90631A411 Low-Strength Steel Nylon-Insert Locknut  Zinc-Plated  10-32 Thread Size , 
am-1250, "screws for hex hub for 6"" wheel", 24, 0, None, None, None, am-1250 "screws for hex hub for 6"" wheel" , 
am-2469h, "half hub for 6"" wheel", 8, 0, None, None, None, am-2469h "half hub for 6"" wheel" , 
am-4124, hex hub insert, 4, 0, None, None, None, am-4124 hex hub insert , 
91841A003, , 0, 0, None, None, None, 91841A003  , 
WCP-0047, wheel tires, 0, 0, None, None, None, WCP-0047 wheel tires , 
FDPT.625*.75*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24""  Gloss Finish", 0, 0, None, None, None, FDPT.625*.75*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24""  Gloss Finish" , 
FDPT.875*1.0*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24""  Gloss Finish", 0, 0, None, None, None, FDPT.875*1.0*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24""  Gloss Finish" , 
FDPT1.125*1.25*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24""  Gloss Finish", 0, 0, None, None, None, FDPT1.125*1.25*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24""  Gloss Finish" , 
FDPT1.375*1.5*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24""  Gloss Finish", 0, 0, None, None, None, FDPT1.375*1.5*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24""  Gloss Finish" , 
B076PG87CK, Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines, 0, 0, None, None, None, B076PG87CK Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines , 
COM-13185, Green LED, 0, 0, None, None, None, COM-13185 Green LED , 
855PBB12ME522, Robot Signal Light, 0, 0, None, None, None, 855PBB12ME522 Robot Signal Light , 
AM-0282, 120a Circuit Breaker, 0, 0, None, None, None, AM-0282 120a Circuit Breaker , 
AM-2005, Pneumatic Compressor, 0, 0, None, None, None, AM-2005 Pneumatic Compressor , 
8, , 0, 0, None, None, None, 8  , 
13, , 0, 0, None, None, None, 13  , 
PRU14, NITRA pneumatic push-to-connect inline pressure regulator  technopolymer body  1/4in tube inlet(s)  1/4in tube outlet(s)  15-120 psi adjustable range., 0, 0, None, None, None, PRU14 NITRA pneumatic push-to-connect inline pressure regulator  technopolymer body  1/4in tube inlet(s)  1/4in tube outlet(s)  15-120 psi adjustable range. , 
PGU14, NITRA pneumatic push-to-connect inline pressure gauge  technopolymer body  1/4in tube inlet(s)  1/4in tube outlet(s)  0-170 psi range., 0, 0, None, None, None, PGU14 NITRA pneumatic push-to-connect inline pressure gauge  technopolymer body  1/4in tube inlet(s)  1/4in tube outlet(s)  0-170 psi range. , 
97431A340, "Side-Mount External Retaining Rings for 1/2"" OD  Black-Phosphate 1060-1090 Spring Steel", 0, 0, None, None, None, 97431A340 "Side-Mount External Retaining Rings for 1/2"" OD  Black-Phosphate 1060-1090 Spring Steel" , 
90630A115, "High-Strength Steel Nylon-Insert Locknut  Grade 8  5/16""-18 Thread Size", 0, 0, None, None, None, 90630A115 "High-Strength Steel Nylon-Insert Locknut  Grade 8  5/16""-18 Thread Size" , 
91831A002, 18-8 Stainless Steel Nylon-Insert Locknut  2-56 Thread Size, 0, 0, None, None, None, 91831A002 18-8 Stainless Steel Nylon-Insert Locknut  2-56 Thread Size , 
90298A630, "18-8 Stainless Steel Shoulder Screw  3/8"" Shoulder Diameter  1-3/4"" Shoulder Length  5/16""-18 Thread", 0, 0, None, None, None, 90298A630 "18-8 Stainless Steel Shoulder Screw  3/8"" Shoulder Diameter  1-3/4"" Shoulder Length  5/16""-18 Thread" , 
2342K163, "Permanently Lubricated Ball Bearing  Open  Trade Number R4  for 1/4"" Shaft Diameter", 0, 0, None, None, None, 2342K163 "Permanently Lubricated Ball Bearing  Open  Trade Number R4  for 1/4"" Shaft Diameter" , 
2342K164, "Permanently Lubricated Ball Bearing  Open  Trade Number R4A  for 1/4"" Shaft Diameter", 0, 0, None, None, None, 2342K164 "Permanently Lubricated Ball Bearing  Open  Trade Number R4A  for 1/4"" Shaft Diameter" , 
6435K12, "Clamping Shaft Collar for 1/4"" Diameter  Black-Oxide 1215 Carbon Steel", 0, 0, None, None, None, 6435K12 "Clamping Shaft Collar for 1/4"" Diameter  Black-Oxide 1215 Carbon Steel" , 
21, , 0, 0, None, None, None, 21  , 
100, , 0, 0, None, None, None, 100  , 
92196A179, "18-8 Stainless Steel Socket Head Screw  8-32 Thread Size  1-3/4"" Long  Fully Threaded", 21, 0, None, None, None, 92196A179 "18-8 Stainless Steel Socket Head Screw  8-32 Thread Size  1-3/4"" Long  Fully Threaded" , 
90044A119, "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  1-3/4"" Long  Fully Threaded", 21, 0, None, None, None, 90044A119 "Black-Oxide Alloy Steel Socket Head Screw  10-32 Thread Size  1-3/4"" Long  Fully Threaded" , 
